INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(41,'Arsenal','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(42,'Tottenham','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(43,'Man City','Manchester',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(44,'Leicester','Leiscester',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(45,'Crystal Palace','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(46,'Everton','Liverpool',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(47,'Burnley FC','Burley',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(48,'Southampton','Sousampthon',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(49,'Man United','Manchester',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(50,'Bournemouth','Bournemouth',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(51,'Liverpool Fc','Liverpool',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(52,'Chelsea','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(53,'West ham','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(53,'Watford','Watford',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(54,'Newcastle','Londres',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(55,'Cardiff fc','Cardiff',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(56,'Fulham','Watford',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(57,'Brighton&Hove','Brighton',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(58,'Huddersfield','Soushampton',3);
INSERT INTO CLUB(id_club,nom,ville,id_ligue)  VALUES(59,'Wolves','Wolverhampton',3);

INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1468,'JACHIE','BERROCQ','GB',1993,52);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1469,'GISELIA','BELEGUIC','DR',2001,57);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1470,'CHARRAYRE','ARESTEGUI','DR',1991,41);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1471,'CHANHOM','ARCHENOUL RIGAULT','ATT',2001,47);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1472,'EIJA','BALDESCHI','DR',1993,58);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1473,'GISEELE','BELEDUMA SENEMONA','DR',1990,42);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1474,'DEBARD','AUQUEBON','ATT',1991,41);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1475,'EMMAUEL','BANFI','GB',1999,50);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1476,'IYESS','BERREBI','DR',1998,53);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1477,'DZAYER','BAJGIELMAN','MT',1997,41);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1478,'JEOMEAU','BETHEMONT','DR',1991,52);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1479,'GRELOZ','BELLICHA','ATT',1993,49);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1480,'GILLA','BELAON','DR',1997,57);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1481,'GOUZAR','BELLALA','ATT',1990,58);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1482,'HACIAGA','BENAZET','MT',2002,42);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1483,'KARAMOKOBA','BINOUX','GB',1994,42);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1484,'FOVAD','BAURLE','ATT',1998,57);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1485,'HYACINTA','BENUSCH','MT',1997,56);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1486,'HAUCINE','BENHADJ AMOR','ATT',1995,45);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1487,'FUCHEN','BAZZAND','DR',1994,50);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1488,'CHIBANE','ARMANY','DR',1991,57);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1489,'INTERBAT','BERICHON','DR',2000,49);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1490,'ATILGAN','ALARCON SOLER','DR',1998,54);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1491,'KACKECHE','BIJEARD','ATT',1991,48);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1492,'CLAINE','ARTHAUD BERTHET','ATT',2001,48);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1493,'DEGUE','AUSTRIC','ATT',1992,53);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1494,'CACHOU','ANNEREL','GB',1997,44);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1495,'JUSTALINE','BIGNER','MT',1993,49);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1496,'EPSEBACCHETTI','BAPTISTINI','DR',1995,41);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1497,'BANANES','ALIXANIAN','ATT',1994,58);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1498,'DONEVAN','BADOT BERTRAND','ATT',1993,53);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1499,'DANA','AUCEREAU','DR',1996,49);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1500,'JANNAI','BERTOLO','MT',2002,54);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1501,'ANADOR','AGUIAR PEREIRA','MT',2002,47);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1502,'EREDJEB','BARALI','DR',2001,54);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1503,'AHMENNA','ACGUEDI','GB',1991,45);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1504,'FALEH','BARRERA FUENTES','DR',1990,56);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1505,'ASSURANC','ALAIMIA','ATT',1997,41);
INSERT INTO Joueurs(id_joueur,prenom,nom,poste,date_nat,id_club)  VALUES(1506,'CRESCEN','ATALAYIN','MT',1990,46);
